id,version,set_num,name,year,theme_id,num_parts
8102,1,851502-1,Race Car,2014,52,99
8103,1,70316-1,Light Repair Truck,2014,52,94
8105,1,7001-1,Monster Truck,2014,52,77
8106,1,1608-1,Tow Truck,2014,52,226
8107,1,5964-1,Camper Van,2014,52,194
8108,1,21027-1,SUV with Watercraft,2014,52,218
8109,1,4076-1,Logging Truck,2014,52,227
8110,1,518-13,Auto Transporter,2014,52,350
8111,1,3816-1,Airport Fire Truck,2014,52,325
8113,1,700.B.4-1,Best Friends Promotional Brick Set,2012,494,2
8114,1,44015-1,Arctic Icebreaker,2014,65,712
8115,1,41048-1,Advent Calendar 2014 City,2014,208,24
8116,1,520-11,Advent Calendar 2014 City (Day 9) Handcart with Bread,2014,220,6
8120,1,5848-1,Advent Calendar 2014 City (Day 10) Small Catapult,2014,220,7
8121,1,75056-7,Advent Calendar 2014 City (Day 11) Policeman with Megaphone and Sheet Music,2014,220,6
8122,1,7938-1,Advent Calendar 2014 City (Day 12) Duck with Remote Control,2014,220,10
8124,1,852986-1,Advent Calendar 2014 City (Day 13) Burglar with Bag and Flashlight,2014,220,8
8125,1,10569-1,Advent Calendar 2014 City (Day 14) Sled,2014,220,7
8126,1,1252-1,Advent Calendar 2014 City (Day 15) Dog with Bone and Food Dish,2014,220,3
8128,1,5031-1,Advent Calendar 2014 City (Day 16) Santa's Snowmobile,2014,220,13
8129,1,6319-1,Advent Calendar 2014 City (Day 17) Santa's Sled with Box,2014,220,11
8130,1,3915-1,Advent Calendar 2014 City (Day 18) Policeman with Cup and Handcuffs,2014,220,6
8132,1,4471-1,Advent Calendar 2014 City (Day 1) Boy Posting Christmas Mail,2014,220,5
8134,1,991751-1,Advent Calendar 2014 City (Day 19) Turkey Dinner,2014,220,11
8135,1,1441-1,"Advent Calendar 2014 City (Day 20) Axe, Shovel and Logs",2014,220,5
8137,1,970602-1,Advent Calendar 2014 City (Day 21) Christmas Present and Stocking,2014,220,14
8140,1,4024-1,Advent Calendar 2014 City (Day 22) Christmas Tree,2014,220,21
8141,1,41089-1,Advent Calendar 2014 City (Day 23) Tricycle,2014,220,14
8142,1,1335-1,Advent Calendar 2014 City (Day 24) Santa with Bag and Cookie,2014,220,7
8143,1,40156-1,Advent Calendar 2014 City (Day 2) Mailbox with Green Frog,2014,220,8
8144,1,170-1,Advent Calendar 2014 City (Day 3) Snowman,2014,220,5
8145,1,41530-1,Advent Calendar 2014 City (Day 4) Pie Stall,2014,220,6
8146,1,8374-1,Advent Calendar 2014 City (Day 5) Girl with Croissant,2014,220,5
8149,1,10531-1,Advent Calendar 2014 City (Day 6) Fruit Stall,2014,220,16
8150,1,Ramboll-1,Advent Calendar 2014 City (Day 7) Little Shop,2014,220,18
8151,1,7895-1,Advent Calendar 2014 City (Day 8) Girl on Ice Skates,2014,220,6
8152,1,10184-1,Arctic Supply Plane,2014,65,372
8153,1,8204-1,ATV Patrol,2015,61,57
8154,1,75056-6,Swamp Police Starter Set,2015,61,78
8156,1,10669-1,Helicopter Pursuit,2015,61,252
8157,1,30101-1,Crooks’ Hideout,2015,61,468
8158,1,5250-1,Swamp Police Station,2015,61,706
8159,1,5004261-1,Water Plane Chase,2015,61,261
8160,1,4651-1,Bat Lord,1997,195,16
8161,1,7700-1,Hovercraft Arrest,2015,61,328
8162,1,1053-1,Demolition Starter Set,2015,56,85
8164,1,60093-1,Service Truck,2015,56,232
8166,1,4668-1,Bulldozer,2015,56,383
8167,1,40076-1,Excavator and Truck,2015,56,310
8169,1,75138-1,Demolition Site,2015,56,774
8170,1,70500-1,Space Starter Set,2015,93,107
8172,1,5233-2,Utility Shuttle,2015,93,154
8173,1,4024-4,Training Jet Transporter,2015,93,448
8174,1,139-1,Spaceport,2015,93,584
8175,1,70804-1,Royal King,1995,201,12
8176,1,852774-1,Pickup Tow Truck,2015,63,209
8177,1,10806-1,Dune Buggy Trailer,2015,64,221
8179,1,8863-1,Snowplow Truck,2015,63,195
8180,1,30067-2,Racing Bike Transporter,2015,63,177
8181,1,1429-1,4x4 with Powerboat,2015,59,299
8182,1,30004-1,City Starter Set,2015,52,238
8183,1,41063-1,Fire Starter Set,2015,58,92
8184,1,7958-17,Deep Sea Scuba Scooter,2015,86,42
8187,1,10050-1,Black Knight,1992,188,24
8188,1,2928-2,Deep Sea Starter Set,2015,86,90
8190,1,3503-1,Deep Sea Submarine,2015,86,273
8191,1,940-1,Deep Sea Helicopter,2015,86,386
8194,1,5521-1,Deep Sea Exploration Vessel,2015,86,715
8195,1,8520-1,Deep Sea Operation Base,2015,86,905
8196,1,6827-1,City Square,2015,63,1678
8197,1,DKLEGOBOOK-1,Heavy-Haul Train,2015,66,982
8198,1,60063-23,LEGO® City Advent Calendar 2015,2015,208,278
8201,1,k34431-1,Airport Starter Set,2016,53,81
8202,1,K10041-1,Supply Wagon,1984,199,36
8203,1,41059-1,Airport Cargo Plane,2016,53,156
8204,1,7782-1,Airport VIP Service,2016,53,364
8205,1,40047-1,Airport Air Show,2016,53,677
8206,1,670F-1,Airport Passenger Terminal,2016,53,692
8209,1,2722-1,Fire ATV,2016,58,64
8210,1,40001-1,Fire Starter Set,2016,58,90
8211,1,10-Feb,Fire Ladder Truck,2016,58,213
8212,1,320-2,Fire Response Unit,2016,58,256
8213,1,9966-1,Fire Boat,2016,58,411
8214,1,8500-1,Shell Gas Pump,1978,76,12
8215,1,4981-1,Fire Station,2016,58,918
8216,1,65844-1,Black Knight's Treasure,1985,187,27
8217,1,70331-1,Fire Utility Truck,2016,58,367
8218,1,4636-1,Fire Engine,2016,58,375
8219,1,6097-1,Rally Car,2016,63,104
8222,1,66284-1,Race Boat,2016,52,94
8223,1,852942-1,4 x 4 Off Roader,2016,64,184
8225,1,7687-11,Ambulance Plane,2016,60,183
8226,1,K6290-1,Van & Caravan,2016,63,250
8227,1,9670-1,Garbage Truck,2016,52,247
8228,1,7778-1,Ferry,2016,59,301
8230,1,5002207-1,Tow Truck,1970,397,21
8231,1,3181-1,Volcano Starter Set,2016,52,83
8232,1,6265-1,Siege Cart,1986,199,54
8233,1,4348-2,Volcano Exploration Truck,2016,52,174
8234,1,787-1,Volcano Crawler,2016,52,323
8235,1,1523-1,Volcano Supply Helicopter,2016,52,329
8236,1,1298-10,Volcano Exploration Base,2016,52,823
8237,1,5416-1,Volcano Heavy-Lift Helicopter,2016,52,1273
8238,1,10617-1,Tire Escape,2016,61,47
8239,1,Liverpool-1,Prison Island Starter Set,2016,61,92
8241,1,4024-8,Police Pursuit,2016,61,184
8246,1,30194-1,Police Patrol Boat,2016,61,200
8249,1,7598-1,Prison Island,2016,61,753
8250,1,914-2,Samurai Swordsman,1998,434,13
8251,1,75107-1,Crooks Island,2016,61,243
8252,1,6831-1,Service Station,2016,63,513
8255,1,7771-1,City Advent Calendar 2016,2016,208,290
8256,1,5291-1,Fun in the park - City People Pack,2016,52,160
8257,1,41174-1,ATV Arrest,2017,61,47
8258,1,1602-1,Police Starter Set,2017,61,80
8259,1,41118-1,Tow Truck Trouble,2017,61,144
8261,1,60101-1,High-speed Chase,2017,61,297
8262,1,70745-1,Mobile Command Center,2017,61,373
8263,1,71009-9,Bulldozer Break-In,2017,61,558
8265,1,8804-12,Police Station,2017,80,893
8267,1,5904-1,Money Transporter,2017,61,137
8268,1,79004-1,Auto Transport Heist,2017,61,402
8269,1,3411-1,Race Plane,2017,53,88
8273,1,1197-1,Buggy,2017,63,80
8275,1,30252-1,Stunt Truck,2017,52,90
8276,1,4555-1,Fishing Boat,2017,52,125
8277,1,3491-1,ATV Race Team,2017,63,238
8278,1,76018-1,4x4 with Catamaran,2017,52,197
8279,1,44016-1,Pizza Van,2017,63,249
8280,1,4000014-1,Dragster Transporter,2017,52,334
8281,1,9723-1,Sweeper & Excavator,2017,52,298
8283,1,8272-1,Jungle Halftrack Mission,2017,614,378
8284,1,4413-1,Jungle Mobile Lab,2017,614,423
8285,1,K4488-1,Knights' Arsenal,1987,199,37
8286,1,4124-18,King's Oarsmen,1987,199,45
8287,1,2850828-1,Master Builder Academy: Kits 7-9 Subscription,2012,432,0
8288,1,71005-14,Battle Dragon,1990,188,54
8289,1,8824-1,Magic Shop,1993,186,47
8290,1,8694-1,Fire Chief's Car,1978,74,24
8291,1,5549-1,Jousting Knights,1984,199,37
8292,1,7746-1,Fire Truck,1970,417,30
8293,1,1775-1,Horse Cart,1984,199,43
8295,1,Peabody-1,Maiden's Cart,1986,199,45
8296,1,1229-1,Bandit Ambush,1996,191,60
8297,1,6905-1,King Leo,2000,197,21
8298,1,9684-1,Bat Lord's Catapult,1997,195,54
8299,1,6571-1,Treasure Cart,1998,195,23
8300,1,376-1,Treasure Guard,1998,195,23
8301,1,4453-1,Catapult,1984,187,83
8302,1,9494-1,Sidecar,1978,85,26
8303,1,5003025-1,Fright Force,1998,195,28
8304,1,1298-8,Catapult Crusher,2000,197,56
8306,1,7991-1,Vintage Car,1970,397,36
8307,1,7270-1,Treasure Transport,1998,434,59
8309,1,40096-1,Black Monarch's Ghost,1990,188,46
8310,1,6155-1,Castle Guard,1987,187,52
8311,1,6980-1,Skeleton Surprise,1995,201,74
8312,1,65295-1,Witch's Windship,1997,195,60
8314,1,75113-1,Wolfpack Renegades,1992,203,98
8318,1,1498-1,Twin-Arm Launcher,1988,199,77
8319,1,9911-1,Blacksmith Shop,1984,199,93
8320,1,5077-1,Shell Service Car,1978,76,21
8321,1,3300003-1,Armor Shop,1986,199,113
8322,1,8219-1,Excavator,1971,416,28
8323,1,4528-1,Dungeon Hunters,1990,190,111
8324,1,6160-1,Dragon Defender,1993,186,156
8325,1,10618-1,Friends Baking Set,2013,494,20
8329,1,7958-23,King's Carriage,1995,201,127
8331,1,65579-1,Ninja Surprise,1998,434,112
8332,1,4518-1,Hemlock Stronghold,1996,191,220
8334,1,9646-1,Traitor Transport,1997,195,145
8335,1,9090-1,Majisto's Magical Workshop,1993,186,188
8337,1,302-2,Viking Voyager,1987,199,101
8338,1,8569-1,Street Sweeper,1978,85,18
8339,1,6487-1,Play with Letters,2011,504,62
8340,1,8146-1,Taxi,1971,397,18
8341,1,41053-1,My First LEGO Town,2011,37,709
8342,1,70333-1,Forestmen's Hideout,1988,194,201
8343,1,4096-1,Prisoner Convoy,1985,199,116
8344,1,8770-1,Dragon Wagon,1993,186,109
8345,1,75129-1,Sea Serpent,1992,188,128
8346,1,42024-1,Canada 2013 Toys R Us Easter Egg Giveaway,2013,229,62
8347,1,924-1,Knight's Stronghold,1990,188,227
8348,1,7907-1,Knight's Challenge,1989,199,168
8352,1,5004798-1,Ambulance,1978,78,25
8353,1,1123-1,Siege Tower,1984,199,216
8354,1,7041-1,Tipper Lorry,1972,416,22
8355,1,9869-1,Battering Ram,1987,187,240
8357,1,40052-1,Camouflaged Outpost,1987,194,228
8358,1,10607-1,Guarded Inn,1986,199,256
8360,1,4224-1,Mini Loader,1979,72,22
8362,1,8925-1,Forestmen's Crossing,1990,194,210
8364,1,1235-2,Knight's Castle,1984,187,416
8365,1,4337-1,Black Falcon's Fortress,1986,187,430
8369,1,8810-1,Wolfpack Tower,1992,203,239
8371,1,970665-1,Castle,1981,189,774
8372,1,1107-1,Dark Dragon's Den,1993,186,219
8373,1,4569-1,Knight's Procession,1981,189,49
8374,1,9391-1,Forestmen's River Fortress,1989,194,360
8376,1,628-2,Royal Drawbridge,1995,201,259
8379,1,79006-1,Dark Forest Fortress,1996,191,469
8380,1,7600-7,King's Castle,1984,199,679
8381,1,7216-3,Kiosk,1971,413,33
8384,1,8536-2,King's Mountain Fortress,1990,190,438
8389,1,811-1,Taxi,1979,85,25
8390,1,135-1,Fire Breathing Fortress,1993,186,406
8391,1,268-1,Knight's Tournament,1981,189,210
8392,1,8987-1,Samurai Stronghold,1998,434,198
8393,1,8874-1,Black Monarch's Castle,1988,188,688
8395,1,9943-1,Black Knight's Castle,1992,188,590
8397,1,31012-1,Witch's Magic Manor,1997,195,254
8398,1,66388-1,Robber's Retreat,1998,434,281
8399,1,7931-1,Stone Tower Bridge,1998,434,410
8400,1,60063-22,Royal Knight's Castle,1995,201,764
8401,1,66364-1,Aeroplane,1972,412,28
8402,1,70588-1,King Leo's Castle,2000,197,539
8403,1,853037-1,50 Jahre In Deutschland,2006,37,706
8404,1,011-1,LEGO Special Edition Creative Building Tub,2006,37,706
8405,1,75056-14,Flying Ninja Fortress,1998,434,698
8406,1,6292-1,Guarded Treasury,2000,197,103
8408,1,4060-1,Royal Joust,2000,197,103
8409,1,Houston-2,Bull's Attack,2000,197,315
8410,1,71017-8,Night Lord's Castle,1997,195,607
8411,1,8209-1,King Leo's Castle,2000,197,538
8412,1,41100-1,Traitor Transport (with Cave),1997,195,145
8413,1,9397-1,Aquashark Dart,1998,311,24
8414,1,4483-2,Vintage Car,1973,397,39
8415,1,5189-1,Rescue Helicopter,1987,466,35
8416,1,6237-1,Castle Mini Figures,1985,202,36
8417,1,6624-1,Castle Mini Figures,1988,202,38
8418,1,6770-1,Knights,1984,202,25
8419,1,5004238-1,Aquacessories,1996,314,27
8425,1,kabrace-1,Medieval Knights,1993,202,37
8426,1,75023-6,Recon Ray,1998,313,20
8427,1,3670-1,"Sea Creeper (with Stingray Baseplate, Raised)",1998,313,79
8428,1,970609-1,Solo Sub,1998,312,25
8429,1,6609-1,Police Car,1973,421,19
8431,1,70312-1,Street Chase,2006,120,193
8433,1,1779-1,Air Canada Jet Plane,1988,466,89
8435,1,41122-1,World of Bricks,2006,48,1004
8438,1,76042-1,200 + 40 Special Elements,2007,48,242
8440,1,1891-1,Shark Scout,1995,311,28
8441,1,9322-1,Box of Bricks,2007,48,604
8442,1,4193-1,Doors and Windows,2008,48,100
8443,1,71230-1,Wheels,2008,48,106
8445,1,1245-2,Roof Tiles,2008,48,150
8446,1,850507-1,Tipper Truck,1974,416,23
8447,1,4504-1,Sea Sprint 9,1995,308,32
8450,1,7575-9,Good Guy 2008,2008,324,26
8451,1,5658-1,Bad Guy 2008,2008,324,29
8454,1,8285-1,Function 2008,2008,324,22
8457,1,3635-1,DUPLO Build and Play,2011,504,100
8458,1,40081-1,Biplane,1974,412,18
8459,1,5252-1,Build and Play,2011,37,646
8461,1,75827-1,Red,2012,506,15
8462,1,10-Mar,Race Day,2012,506,30
8463,1,8042-1,Siddeley Saves the Day,2012,506,38
8465,1,65851-1,Spy Shark,1996,311,60
8466,1,3916-1,My First Zoo,2011,504,60
8468,1,sw218promo-1,My First LEGO Duplo Supermarket,2011,504,38
8470,1,5587-1,My First Fire Station,2011,504,60
8471,1,k8612-1,Crab,1998,313,78
8472,1,C8521-1,Excavator,1974,416,31
8473,1,1558-1,Race Team,2012,504,34
8475,1,416-1,Zoo Train,2012,504,12
8476,1,5274-1,Crystal Crawler,1996,308,96
8478,1,8354-1,Pick-up Truck,2012,504,17
8481,1,60102-1,Crystal Detector,1998,312,105
8482,1,70788-1,Sleeping Beauty's Chamber,2012,504,16
8483,1,8660-1,Fork Lift with Driver,1975,416,21
8484,1,800-1,Snow White's Cottage,2012,504,28
8485,1,5157-1,Cinderella's Carriage,2012,504,20
8486,1,3308-1,Cinderella's Castle,2012,504,77
8487,1,2175-1,Deep Sea Predator,1995,311,104
8488,1,850939-1,Photo Safari,2012,504,68
8489,1,9876-1,The Big Zoo,2012,504,147
8490,1,4894-1,Duplo Animal Clinic,2012,504,62
8491,1,66450-1,Crystal Detector,1998,312,105
8492,1,4917-1,Sea Scorpion,1998,313,305
8493,1,839-1,Cargo Ship,1976,419,31
8494,1,60032-1,Brick Box,2007,37,221
8495,1,10287-1,A World of LEGO Mosaic 4 in 1,2007,277,286
8496,1,8826-1,A World of LEGO Mosaic 9 in 1,2007,277,598
8498,1,5290-1,LEGO Rescue Building Set,2007,37,519
8499,1,7781-1,Large Brick Box,2007,37,406
8500,1,991426-1,Deluxe Brick Box,2006,37,693
8501,1,K8605-1,Fire Station,2012,504,64
8502,1,3041-1,Fire Chief,2012,504,6
8504,1,8485-1,Cowboys,1976,397,41
8505,1,7283-1,My First Gas Station,2012,504,47
8506,1,970005-1,Panda,2012,504,7
8507,1,41526-1,Crystal Explorer Sub,1995,308,167
8508,1,8909-9,Basic Bricks - Deluxe,2008,505,80
8509,1,3678-1,Escape the Space Slug,2016,598,161
8511,1,850502-1,LEGO Basic Bricks Deluxe,2008,48,650
8512,1,70741-1,Hydro Search Sub,1998,312,297
8513,1,10162-1,Police Helicopter,1977,421,38
8517,1,3591-1,Build Your Own LEGO Harbor,2008,37,252
8518,1,FR561602-1,Road Construction Set,2008,22,296
8519,1,4349-2,Shark's Crystal Cave,1996,311,259
8520,1,1528-1,Rally Car,1977,397,22
8521,1,6116-1,Fire Fighter Building Set,2009,37,117
8524,1,41509-1,Pirates Building Set,2009,37,150
8525,1,7309-1,Castle Building Set,2009,37,137
8527,1,853609-1,My Own LEGO Town,2009,37,515
8528,1,76025-1,Neptune Discovery Lab,1995,308,509
8531,1,638-1,Stingray Stormer,1998,313,413
8532,1,371-1,Hydro Crystalization Station,1998,312,485
8534,1,1248-2,Pirates Double Pack,1989,148,2
8535,1,6232-1,Evo,2012,401,36
8536,1,10174-1,Fireman's Car,1978,74,32
8537,1,5003583-1,Toxic Reapa,2012,403,42
8540,1,8198-1,Fire Truck,1970,417,40
8543,1,30084-1,Rocka,2012,401,55
8544,1,5258-1,Blue Building Plate 32 x 32,2010,48,1
8545,1,5393-1,Black Phantom,2012,403,124
8546,1,6716-1,Buccaneers,1997,148,42
8547,1,6078-1,V-wing Fighter,2006,168,118
8549,1,comcon003-1,TIE Interceptor,2006,169,212
8550,1,LOC391404-1,A-wing Fighter,2006,169,193
8551,1,76014-1,B-wing Fighter,2006,169,439
8554,1,852194-1,Slave I (2nd edition),2006,169,537
8555,1,1257-1,Jabba's Sail Barge,2006,169,781
8556,1,9335-1,Police Car,1978,80,34
8557,1,4137-1,Imperial Star Destroyer,2006,169,1388
8558,1,KT204-1,Shell Tanker Truck,1970,418,43
8559,1,10665-1,X-wing Fighter,2006,169,437
8560,1,2531-1,Replacement Gearbox for Electric Motor,1985,456,1
8561,1,7824-1,Jawblade,2012,403,45
8562,1,8731-1,Surge,2012,401,39
8563,1,5000646-1,Splitface,2012,403,50
8565,1,30241-1,Tipper Truck,1978,72,32
8566,1,2154-1,Nex,2012,401,39
8567,1,851394-1,Baggage Carts,1970,412,45
8569,1,6742-1,Core Hunter,2012,403,51
8570,1,1271-1,Bulk,2012,401,61
8572,1,10572-1,Breez,2012,401,55
8576,1,4561-1,Thornraxx,2012,403,44
8580,1,850909-1,XT4,2012,403,39
8584,1,3390-1,Stormer XL,2012,401,89
8585,1,66433-1,Medic's Car,1978,78,33
8586,1,4455-1,Speeda Demon,2012,403,192
8588,1,9463-1,White Car and Camper,1970,397,38
8589,1,7904-10,Skeleton Crew,1996,148,31
8591,1,7891-1,Renegade's Raft,1991,148,39
8594,1,217-2,Buried Treasure,1989,148,27
8595,1,71004-15,King Kahuka,1994,152,49
8596,1,5225-1,Pirates' Plunder,1993,148,28
8598,1,8675-1,Cannon Battle,2009,153,45
8600,1,8020-1,Kraken Attackin',2009,153,78
8602,1,7687-25,"Basic Motor, 9V",1996,473,27
8603,1,45560-1,Loot Island,2009,153,144
8606,1,MOMENTS-1,Soldiers' Fort,2009,153,370
8607,1,1809-1,Brickbeard's Bounty,2009,153,595
8608,1,5003579-1,Armada Sentry,1996,149,74
8609,1,10023-1,Harbor Sentry,1989,151,26
8612,1,5002201-1,Crocodile Cage,1994,152,61
8613,1,4478-2,Bounty Boat,1992,148,40
8617,1,9640-1,Volcano Island,1996,148,123
8618,1,4943-1,Pirates Ambush,1997,148,159
8620,1,1710-1,Cross Bone Clipper,1997,148,157
8622,1,480-6,Tractor,1978,72,31
8626,1,316-1,Pirate Mini Figures,1989,148,40
8627,1,70172-1,Sea Mates,1993,148,36
8628,1,7196-1,Shipwreck Hideout,2009,153,313
8632,1,9247-1,Rocky Reef,1995,148,108
8633,1,636-1,Pirate Comic,1989,148,12
8634,1,7130-1,Islander Catamaran,1994,152,64
8635,1,LLSWAN-1,Castaway's Raft,1989,148,54
8637,1,6509-1,Smuggler's Shanty,1992,148,75
8638,1,420-3,Broadside's Brig,1991,151,68
8639,1,4883-1,Shipwreck Island,1989,148,78
8640,1,4599605-1,"Baseplate, Green",1996,473,1
8641,1,4002-1,Raft Raiders,1992,148,86
8642,1,4267-1,Red Cross Helicopter,1978,78,36
8643,1,8825-1,King Kahuka's Throne,1994,152,155
8644,1,8804-16,Imperial Outpost,1995,147,219
8646,1,5000728-1,Forbidden Cove,1994,152,222
8648,1,8065-1,Sabre Island,1989,151,97
8649,1,7979-8,Cannon Cove,1993,147,106
8650,1,76009-1,Lagoon Lock-Up,1991,151,194
8652,1,6858-1,Renegade Runner,1993,148,187
8654,1,4427-1,Forbidden Island,1989,148,190
8655,1,5110-2,"Baseplate, Blue",1996,473,1
8656,1,7548-1,Imperial Flagship,1992,147,320
8657,1,5206-1,Imperial Flagship with Free Storage Case,1992,150,1
8658,1,7553-15,Rock Island Refuge,1991,148,388
8660,1,40065-1,Caribbean Clipper,1989,151,386
8666,1,75086-1,Eldorado Fortress,1989,151,515
8667,1,1793-1,Imperial Trading Post,1992,147,622
8668,1,3543-1,Enchanted Island,1994,152,439
8669,1,10671-1,Skull Island,1995,148,386
8670,1,79005-1,Armada Flagship,1996,149,292
8671,1,970122-1,X-Large Building Plate (Light Gray),1996,473,1
8672,1,7134-1,Pirates Perilous Pitfall,1997,148,404
8673,1,3886-2,Police Helicopter,1977,421,38
8674,1,4657-1,Stringer,2012,401,42
8676,1,4571-1,X-Large Gray Baseplate (Lt Bluish Gray),2003,48,1
8677,1,1489-1,Voltix,2012,403,61
8678,1,71007-0,Black Seas Barracuda,1989,148,915
8679,1,8804-6,Skull's Eye Schooner,1993,148,921
8680,1,4924-13,Red Beard Runner,1996,148,711
8681,1,6705-1,Red Beard Runner,2001,148,712
8682,1,102-1,Three Building Plates,1996,473,3
8683,1,10243-1,Armada Flagship,2001,149,291
8684,1,5003566-1,Enchanted Island,2001,152,445
8685,1,1142-1,Furno,2012,401,56
8686,1,7290-1,Shipwreck Island,1996,148,226
8690,1,8158-1,Advent Calendar 2009 Pirates,2009,215,24
8691,1,LOC391503-1,Advent Calendar 2009 Pirates (Day  9) - Plants and Crab,2009,224,7
8692,1,3496-1,Advent Calendar 2009 Pirates (Day 10) - Barrel with Tools,2009,224,3
8693,1,8093-1,Advent Calendar 2009 Pirates (Day 11) - Castaway,2009,224,7
8694,1,483-1,Advent Calendar 2009 Pirates (Day 12) - Fish over Fire,2009,224,9
8695,1,20021-1,Advent Calendar 2009 Pirates (Day 13) - Monkey,2009,224,2
8696,1,7575-23,Advent Calendar 2009 Pirates (Day 14) - Mermaid,2009,224,4
8697,1,21014-1,Advent Calendar 2009 Pirates (Day 15) - Clam and Plant,2009,224,6
8700,1,6390-1,Advent Calendar 2009 Pirates (Day 16) - Table with Food and Rat,2009,224,8
8702,1,2234-1,Advent Calendar 2009 Pirates (Day 17) - Imperial Soldier II,2009,224,6
8703,1,70212-1,Advent Calendar 2009 Pirates (Day 18) - Weapon Stand,2009,224,9
8704,1,8401-1,Advent Calendar 2009 Pirates (Day  1) - Captain Brickbeard,2009,224,6
8705,1,71002-3,Advent Calendar 2009 Pirates (Day 19) - Pirate,2009,224,4
8706,1,9751-1,Advent Calendar 2009 Pirates (Day 20) - Barrel and Paddle,2009,224,2
8707,1,5612-1,Advent Calendar 2009 Pirates (Day 21) - Sawfish,2009,224,2
8708,1,3316-11,Advent Calendar 2009 Pirates (Day 22) - Skeleton and Snake,2009,224,7
8709,1,1747-1,Advent Calendar 2009 Pirates (Day 23) - Brick Arch with Fire and Skull,2009,224,12
8711,1,75056-9,Advent Calendar 2009 Pirates (Day 24) - Treasure Chest with Gems,2009,224,8
8712,1,4924-9,Advent Calendar 2009 Pirates (Day  2) - Table with Lamp and Map,2009,224,9
8717,1,HPG03-1,Advent Calendar 2009 Pirates (Day  3) - Parrot on Perch,2009,224,7
8718,1,FR561605-1,Advent Calendar 2009 Pirates (Day  4) - Imperial Soldier II Officer,2009,224,6
8719,1,9851-1,Advent Calendar 2009 Pirates (Day  5) - Cannon,2009,224,8
8720,1,7970-1,Advent Calendar 2009 Pirates (Day  6) - Crocodile,2009,224,3
8722,1,60024-2,Advent Calendar 2009 Pirates (Day  7) - Pirate Female,2009,224,5
8723,1,30421-1,Advent Calendar 2009 Pirates (Day  8) - Raft with Flagpole,2009,224,8
8724,1,45000-1,Basic Set,1973,469,338
8725,1,41107-1,Brick Separator,1996,443,1
8726,1,5532-1,Town Mini-Figures,1986,84,34
8727,1,8982-1,Mini-Figure Set,1982,84,31
8728,1,10062-1,Brick Separator Orange,2012,443,1
8729,1,8550-1,Cross Roads Plates,1980,84,2
8730,1,8915-1,Trees and Flowers,1980,84,24
8731,1,30068-1,Road Signs,1980,84,12
8734,1,71009-17,Firemen,1983,84,22
8735,1,4401-1,Policemen,1982,84,20
8736,1,970021-1,Town Mini-Figures,1988,84,41
8737,1,8596-1,T-Road Plates,1986,84,2
8740,1,1668-1,Doors and Windows,1996,473,52
8741,1,6293-1,Curved Road Plates,1986,84,2
8742,1,02-Aug,Straight Road Plates,1986,84,2
8745,1,6372-1,Cross-Road Plates,1986,84,2
8748,1,3706-1,City People,1992,84,36
8749,1,880011-1,Road Signs,1988,84,11
8750,1,2453-1,Flags and Fences,1988,84,38
8752,1,4557-1,Trees and Flowers,1988,84,48
8753,1,9767-1,"Flowers, Trees and Fences",1996,84,73
8755,1,515-1,Trees and Fences,1993,84,45
8756,1,653-1,T-Road Plates,1997,102,2
8757,1,850682-1,Wheels and Tires,1996,473,60
8758,1,42039-1,Curved Road Plates,1997,102,2
8759,1,66341-1,Straight Road Plates,1997,102,2
8760,1,4881-1,Cross Road Plates,1997,102,2
8761,1,2718-1,Chopper Cop,1998,100,24
8762,1,850933-1,Package Pick-Up,1998,95,29
8764,1,21110-1,Town Folks,1998,102,40
8765,1,1163-1,Turbo Champs,1998,101,48
8767,1,7575-17,Helicopter Transport,1998,100,102
8771,1,850506-1,Truck Stop,1998,103,139
8772,1,4429-1,Cargo Center,1998,95,246
8773,1,850751-1,Roof Tiles,1996,473,50
8774,1,70594-1,Patriot Jet,1996,68,166
8776,1,6644-1,Command Post Central,1998,100,277
8777,1,970636-1,Race and Chase,1998,101,50
8779,1,70740-1,Wave Jump Racers,1996,82,180
8780,1,518-12,Indy Transport,1996,82,402
8781,1,5002887-1,Launch Response Unit,1995,88,181
8782,1,71005-18,Fast Track Finish,1996,82,339
8784,1,07-Feb,Hurricane Harbor,1995,71,364
8785,1,4719-1,Shuttle Launch Pad,1995,88,564
8786,1,30275-1,Hook & Ladder,1994,74,177
8787,1,5180-1,Extra Bricks in Red,1996,473,62
8789,1,211-1,Gas N' Go Flyer,1994,68,106
8790,1,7803-1,Beach Rescue Chopper,1993,71,149
8793,1,2933-1,Jet Speed Justice,1993,80,158
8794,1,328-1,Aerial Acrobats,1993,68,350
8795,1,60079-1,Shuttle Launching Crew,1992,68,413
8798,1,40004-1,Monorail Accessory Track,1991,84,54
8799,1,31057-1,Surveillance Squad,1994,80,318
8801,1,6754-1,Vacation House,1988,69,215
8802,1,4428-24,Pizza To Go,1994,75,150
8803,1,6823-1,Extra Bricks in White,1996,473,62
8805,1,5141-1,Surf N' Sail Camper,1992,83,190
8806,1,Stratford-1,Cargomaster Crane,1991,72,141
8812,1,1064-1,Coastal Cutter,1991,71,184
8813,1,372-2,Pursuit Squad,1990,80,175
8814,1,852837-1,Derby Trotter,1989,83,142
8815,1,9356-1,Med-Star Rescue Plane,1988,78,160
